Semaine;cadre du piégeage;date pose;;;;;;;;;;;date relevé;Piège;commune;village;nom;lambx;lamby;alt;date;precipitation;tn;tx;un;ux;Environnement;eau;débris;Y;X;nombre œufs;espèces;sexe;nombre;observations;agents
40;suivi de site;23/10/2020;;;;;;;;;;;03/11/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;03/11/2020;;;;;;U;trouble;eleves;-12.732617;45.189292;x;Ae. albopictus;F;9;;
40;suivi de site;23/10/2020;;;;;;;;;;;03/11/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;03/11/2020;;;;;;U;trouble;eleves;-12.732617;45.189292;x;Ae. albopictus;M;5;;
40;TIS;23/10/2020;;;;;;;;;;;10/11/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;claire;faibles;-12.728105;45.169961;x;Ae. albopictus;F;12;;
40;TIS;23/10/2020;;;;;;;;;;;10/11/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;claire;faibles;-12.728105;45.169961;x;Ae. albopictus;M;6;;
40;TIS;23/10/2020;;;;;;;;;;;10/11/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;claire;faibles;-12.721057;45.168441;x;Ae. albopictus;F;15;;
40;TIS;23/10/2020;;;;;;;;;;;10/11/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;claire;faibles;-12.721057;45.168441;x;Ae. albopictus;M;5;;
40;TIS;23/10/2020;;;;;;;;;;;10/11/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;claire;faibles;-12.718087;45.174359;x;Ae. albopictus;F;17;;
40;TIS;23/10/2020;;;;;;;;;;;10/11/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;claire;faibles;-12.718087;45.174359;x;Ae. albopictus;M;10;;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;trouble;faibles;-12.737952;45.211288;641;Ae. albopictus;F;6;;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;trouble;faibles;-12.737952;45.211288;x;Ae. albopictus;M;2;;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;trouble;faibles;-12.737445;45.217375;391;Ae. albopictus;F;7;;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;trouble;faibles;-12.737445;45.217375;x;Ae. albopictus;M;3;;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;3;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;;;-12.737133;45.211163;198;;;;sec;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;;;-12.736728;45.211373;0;;;;sec;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;claire;faibles;-12.736737;45.211307;306;Ae. albopictus;F;12;;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;claire;faibles;-12.736737;45.211307;x;Ae. albopictus;M;6;;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;;;-12.735929;45.212028;pas des œufs   0;;;;sec;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;7;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;;;-12.736063;45.212353;0;;;;pot retourné;
40;TIS;22/10/2020;;;;;;;;;;;10/11/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;10/11/2020;;;;;;PU;;;-12.787653;45.213437;0;;;;sec;
40;TIS;14/10/2020;;;;;;;;;;;13/11/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;13/11/2020;;;;;;U;;;-12.837516;45.173958;;;;;pot absent;
40;TIS;14/10/2020;;;;;;;;;;;13/11/2020;2;Dembeni;Tsararano;dembeni;77736;-36304;20;13/11/2020;;;;;;PU;;;-12.836843;45.173836;;;;;pot absent;
40;TIS;14/10/2020;;;;;;;;;;;13/11/2020;3;Dembeni;Tsararano;dembeni;77736;-36304;20;13/11/2020;;;;;;PU;trouble;eleves;-12.831521;45.19054;x;Ae. albopictus;F;10;;
40;TIS;14/10/2020;;;;;;;;;;;13/11/2020;3;Dembeni;Tsararano;dembeni;77736;-36304;20;13/11/2020;;;;;;PU;trouble;eleves;-12.831521;45.19054;x;Ae. albopictus;M;7;;
40;TIS;16/10/2020;;;;;;;;;;;16/11/2020;1;Tsingoni;Combani;mamoudzou;77743;-36166;65;16/11/2020;;;;;;RU;;;-12.790057;45.136375;;;;;pot absent;
40;TIS;16/10/2020;;;;;;;;;;;16/11/2020;2;Tsingoni;Combani;mamoudzou;77743;-36166;65;16/11/2020;;;;;;PU;trouble;eleves;-12.787129;45.136426;;Ae. albopictus;F;11;;
40;TIS;16/10/2020;;;;;;;;;;;16/11/2020;2;Tsingoni;Combani;mamoudzou;77743;-36166;65;16/11/2020;;;;;;PU;trouble;eleves;-12.787129;45.136426;;Ae. albopictus;M;6;;
40;TIS;16/10/2020;;;;;;;;;;;16/11/2020;3;Tsingoni;Combani;mamoudzou;77743;-36166;65;16/11/2020;;;;;;U;;;-12.991848;45.131766;;;;;pot retourné;
40;RSI port Longoni;10/11/2020;;;;;;;;;;;17/11/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;17/11/2020;;;;;;PU;claire;faibles;-12.728105;45.169961;;Ae. aegypti;F;42;;
40;RSI port Longoni;10/11/2020;;;;;;;;;;;17/11/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;17/11/2020;;;;;;PU;claire;faibles;-12.728105;45.169961;;Ae. aegypti;M;12;;
40;RSI port Longoni;10/11/2020;;;;;;;;;;;17/11/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;17/11/2020;;;;;;PU;;;-12.721057;45.168441;;;;;pot absent;
40;RSI port Longoni;10/11/2020;;;;;;;;;;;17/11/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;17/11/2020;;;;;;PU;;;-12.718087;45.174359;;;;;sec;
46;RSI port Longoni;13/11/2020;;;;;;;;;;;19/11/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;19/11/2020;;;;;;u;claire;faibles;-12.837516;45.173958;;Ae. aegypti;F;48;;
46;RSI port Longoni;13/11/2020;;;;;;;;;;;19/11/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;19/11/2020;;;;;;u;claire;faibles;-12.837516;45.173958;;Ae. aegypti;M;59;;
46;RSI port Longoni;13/11/2020;;;;;;;;;;;19/11/2020;2;Dembeni;Tsararano;dembeni;77736;-36304;20;19/11/2020;;;;;;pu;claire;faibles;-12.836843;45.178336;;Ae. albopictus;F;15;;
46;RSI port Longoni;13/11/2020;;;;;;;;;;;19/11/2020;2;Dembeni;Tsararano;dembeni;77736;-36304;20;19/11/2020;;;;;;pu;claire;faibles;-12.836843;45.178336;;Ae. albopictus;M;40;;
46;TIS;13/11/2020;;;;;;;;;;;19/11/2020;3;Dembeni;Tsararano;dembeni;77736;-36304;20;19/11/2020;;;;;;R;claire;faibles;-12.831521;45.19054;;Ae. albopictus;F;11;;
46;TIS;13/11/2020;;;;;;;;;;;19/11/2020;3;Dembeni;Tsararano;dembeni;77736;-36304;20;19/11/2020;;;;;;R;claire;faibles;-12.831521;45.19054;;Ae. albopictus;M;45;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.737952;45.211288;;Ae. albopictus;F;9;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.737952;45.211288;;Ae. albopictus;M;5;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.737445;45.217375;;Ae. aegypti;F;55;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.737445;45.217375;;Ae. aegypti;M;41;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;3;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;;;-12.737133;45.211163;;;;;sec;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.736728;45.211373;;Ae. albopictus;F;66;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.736728;45.211373;;Ae. albopictus;M;36;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.736737;45.211307;;Ae. aegypti;F;53;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.736737;45.211307;;Ae. aegypti;M;22;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.735929;45.212028;;Ae. albopictus;F;38;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.735929;45.212028;;Ae. albopictus;M;19;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;7;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;;;-12.736063;45.212353;;;;;sec;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.784653;45.213437;;Ae. albopictus;F;41;;
46;TIS;10/11/2020;;;;;;;;;;;23/11/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;23/11/2020;;;;;;PU;trouble;eleves;-12.784653;45.213437;;Ae. albopictus;M;13;;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;;;-12.728873;45.189997;;;;;sec;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;trouble;eleves;-12.730208;45.188323;;Ae. albopictus;F;42;;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;trouble;eleves;-12.730208;45.188323;;Ae. albopictus;M;21;;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;trouble;eleves;-12.730103;45.187517;;Ae. albopictus;F;38;;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;trouble;eleves;-12.730103;45.187517;;Ae. albopictus;M;14;;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;;;-12.730922;45.187795;;;;;pot absent;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;;;-12.730922;45.186777;;;;;sec;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;;;-12.731113;45.187412;;;;;sec;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;trouble;eleves;-12.731265;45.187862;;Ae. aegypti;F;45;;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;trouble;eleves;-12.731265;45.187862;;Ae. aegypti;M;21;;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;trouble;eleves;-12.732338;45.188305;;Ae. albopictus;F;6;;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;trouble;eleves;-12.732338;45.188305;;Ae. albopictus;M;3;;
46;TIS;12/11/2020;;;;;;;;;;;24/11/2020;9;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;;;-12.733173;45.187612;;;;;support retourné;
48;TIS;12/11/2020;;;;;;;;;;;24/11/2020;10;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;;;-12.732395;45.18749;;;;;support retourné;
48;TIS;12/11/2020;;;;;;;;;;;24/11/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;24/11/2020;;;;;;U;;;-12.732617;45.189292;;;;;pot absent;
48;TIS;19/11/2020;;;;;;;;;;;25/11/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;25/11/2020;;;;;;U;claire;faibles;-12.837516;45.173958;;Ae. aegypti;F;18;;
48;TIS;19/11/2020;;;;;;;;;;;25/11/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;25/11/2020;;;;;;U;claire;faibles;-12.837516;45.173958;;Ae. aegypti;M;29;;
48;TIS;19/11/2020;;;;;;;;;;;25/11/2020;2;Dembeni;Tsararano;dembeni;77736;-36304;20;25/11/2020;;;;;;U;;;-12.836843;45.178336;;;;;sec;
48;TIS;19/11/2020;;;;;;;;;;;25/11/2020;3;Dembeni;Tsararano;dembeni;77736;-36304;20;25/11/2020;;;;;;U;claire;faibles;-12.831521;45.19054;;Ae. albopictus;F;41;;
48;TIS;19/11/2020;;;;;;;;;;;25/11/2020;3;Dembeni;Tsararano;dembeni;77736;-36304;20;25/11/2020;;;;;;U;claire;faibles;-12.831521;45.19054;;Ae. albopictus;M;60;;
48;TIS;18/11/2020;;;;;;;;;;;25/11/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;25/11/2020;;;;;;PU;claire;faibles;-12.728105;45.169961;;Ae. albopictus;F;;;
48;TIS;18/11/2020;;;;;;;;;;;25/11/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;25/11/2020;;;;;;PU;claire;faibles;-12.728105;45.169961;;Ae. albopictus;M;;;
48;TIS;18/11/2020;;;;;;;;;;;25/11/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;25/11/2020;;;;;;PU;claire;faibles;-12.721057;45.168441;;Ae. albopictus;M;;;
48;TIS;18/11/2020;;;;;;;;;;;25/11/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;25/11/2020;;;;;;PU;claire;faibles;-12.721057;45.168441;;Ae. albopictus;F;;;
48;TIS;18/11/2020;;;;;;;;;;;25/11/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;25/11/2020;;;;;;PU;claire;faibles;-12.728087;45.174359;;Ae. albopictus;M;;;
48;TIS;18/11/2020;;;;;;;;;;;25/11/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;25/11/2020;;;;;;PU;claire;faibles;-12.728087;45.174359;;Ae. albopictus;F;;;
48;RSI port Longoni;06/10/2020;;;;;;;;;;;26/11/2020;1;Chirongui;Poroani;bandrele;;;;26/11/2020;0;;;;;U;;;-12.898602;45.144943;x;;;;;
48;RSI port Longoni;06/10/2020;;;;;;;;;;;26/11/2020;1;Chirongui;Poroani;bandrele;;;;26/11/2020;0;;;;;U;;;-12.898602;45.144943;x;;;;;
48;RSI port Longoni;06/10/2020;;;;;;;;;;;26/11/2020;2;Chirongui;Poroani;bandrele;;;;26/11/2020;0;;;;;PU;;;-12.892639;45.143039;;;;;pot absent;
47;TIS;06/10/2020;;;;;;;;;;;26/11/2020;3;Chirongui;Poroani;bandrele;;;;26/11/2020;0;;;;;R;;;-12.891217;45.13983;;;;;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;1;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.737952;45.211288;;Ae. albopictus;F;11;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;1;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.737952;45.211288;;Ae. albopictus;M;21;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;2;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;trouble;eleves;-12.737445;45.217375;;Ae. albopictus;F;46;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;2;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;trouble;eleves;-12.737445;45.217375;;Ae. albopictus;M;7;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;3;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.737133;45.211163;;Ae. aegypti;F;12;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;3;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.737133;45.211163;;Ae. aegypti;M;55;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;4;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.736728;45.211373;;Ae. albopictus;F;50;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;4;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.736728;45.211373;;Ae. albopictus;M;42;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;5;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.736737;45.211307;;Ae. albopictus;F;38;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;5;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.736737;45.211307;;Ae. albopictus;M;14;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;6;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;;;-12.735929;45.212028;;;;;sec;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;7;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.736063;45.212353;;Ae. aegypti;F;17;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;7;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.736063;45.212353;;Ae. aegypti;M;18;;
47;TIS;18/11/2020;;;;;;;;;;;26/11/2020;8;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.784653;45.213437;;Ae. albopictus;F;59;;
48;TIS;18/11/2020;;;;;;;;;;;26/11/2020;8;Koungou;koungou;mamoudzou;77743;-36166;65;26/11/2020;;;;;;PU;claire;faibles;-12.784653;45.213437;;Ae. albopictus;M;44;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;1;Pamandzi;Pamandzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.802588;45.280685;;Ae. albopictus;F;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;1;Pamandzi;Pamandzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.802588;45.280685;;Ae. albopictus;M;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;2;Pamandzi;Pamandzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.80191;45.28373;;Ae. albopictus;F;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;2;Pamandzi;Pamandzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.80191;45.28373;;Ae. albopictus;M;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;2;Pamandzi;Pamandzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.80191;45.28373;;Ae. aegypti;F;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;2;Pamandzi;Pamandzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.80191;45.28373;;Ae. aegypti;M;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;3;Pamandzi;Pamandzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.806818;45.283596;;Ae. albopictus;F;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;3;Pamandzi;Pamandzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.806818;45.283596;;Ae. albopictus;M;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;1;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.782298;45.254961;;Ae. albopictus;F;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;1;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.782298;45.254961;;Ae. albopictus;M;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;1;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.782298;45.254961;;Ae. aegypti;F;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;2;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;;;-12.782538;45.254437;;;;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;3;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.782921;45.254866;;Ae. albopictus;M;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;3;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.782921;45.254866;;Ae. albopictus;F;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;3;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.782921;45.254866;;Ae. aegypti;M;;;
48;TIS;23/11/2020;;;;;;;;;;;30/11/2020;3;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;30/11/2020;0;24.3;30.9;;;U;claire;faibles;-12.782921;45.254866;;Ae. aegypti;F;;;
48;TIS;24/11/2020;;;;;;;;;;;02/12/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;claire;faibles;-12.728873;45.189997;;Ae. albopictus;F;48;;
46;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;claire;faibles;-12.728873;45.189997;;Ae. albopictus;M;17;;
46;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;claire;faibles;-12.730208;45.188323;;Ae. aegypti;F;28;;
46;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;claire;faibles;-12.730208;45.188323;;Ae. aegypti;M;46;;
46;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;trouble;eleves;-12.730103;45.187517;;Ae. albopictus;F;27;;
46;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;trouble;eleves;-12.730103;45.187517;;Ae. albopictus;M;17;;
46;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;;;-12.730593;45.187795;;;;;pot absent;
47;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;claire;faibles;-12.730922;45.186777;;Ae. aegypti;F;47;;
47;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;claire;faibles;-12.730922;45.186777;;Ae. aegypti;M;13;;
47;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;claire;faibles;-12.731113;45.187412;;Ae. albopictus;F;55;;
47;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;claire;faibles;-12.731113;45.187412;;Ae. albopictus;M;45;;
47;suivi de site;24/11/2020;;;;;;;;;;;02/12/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;trouble;eleves;-12.731265;45.187862;;Ae. albopictus;F;9;;
47;RSI port Longoni;24/11/2020;;;;;;;;;;;02/12/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;trouble;eleves;-12.731265;45.187862;;Ae. albopictus;M;13;;
47;RSI port Longoni;24/11/2020;;;;;;;;;;;02/12/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;trouble;eleves;-12.732338;45.188305;;Ae. aegypti;F;45;;
47;RSI port Longoni;24/11/2020;;;;;;;;;;;02/12/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;trouble;eleves;-12.732338;45.188305;;Ae. aegypti;M;52;;
47;RSI port Longoni;24/11/2020;;;;;;;;;;;02/12/2020;9;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;claire;faibles;-12.733173;45.187612;;;;;sec;
47;RSI port Longoni;24/11/2020;;;;;;;;;;;02/12/2020;10;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;;;-12.732395;45.18749;;;;;sec;
47;RSI port Longoni;24/11/2020;;;;;;;;;;;02/12/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;02/12/2020;;;;;;u;;;-12.732617;45.189292;;;;;pot absent;
47;suivi de site;25/11/2020;;;;;;;;;;;04/12/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;04/12/2020;;;;;;U;;;-12.837516;45.173958;;;;;sec;
