Year;Month;Date;Piege;Commune;Village;Environnement;Eau;Debris;H20;Oeufs;Albo_M;Tot_Albo;Aegypti_M;Tot_aegypti;Tot_Aedes;X;Y
2021;Avril;05/08/2021;3;Koungou;Koungou;PU;Neutre;faibles;sec;7;0;0;0;0;0;522693,5;8592187,42
2021;Avril;06/08/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;29;0;0;0;0;0;520124,38;8592713,34
2021;Avril;06/08/2021;8;Koungou;Kangani;U;Neutre;Neutre;sec;43;0;0;5;5;5;520212,53;8592719,58
2021;Août;06/08/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;105;15;26;5;5;31;520137,24;8592627,29
2021;Octobre;18/05/2021;1;Koungou;koungou;PU;trouble;élevés;sec;77;87;135;29;29;164;522706,99;8592096,84
2021;Septembre;26/05/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;115;8;100;5;5;105;520396,49;8593102,62
2021;Septembre;18/05/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;205;327;421;5;5;426;520396,49;8593102,62
2021;Octobre;29/07/2021;1;Koungou;Kangani;U;trouble;élevés;sec;51;26;26;2;7;33;520396,49;8593102,62
2021;Juin;01/09/2021;2;Koungou;Koungou;PU;Neutre;faibles;sec;43;0;0;8;13;13;523367,81;8592152,36
2021;Août;29/07/2021;1;Koungou;Koungou;PU;claire;faibles;sec;45;11;11;14;24;35;522706,99;8592096,84
2021;Février;06/05/2021;3;Koungou;koungou;PU;Neutre;faibles;sec;0;0;0;0;0;0;522693,5;8592187,42
2021;Février;26/05/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;0;0;0;5;5;5;520124,38;8592713,34
2021;Septembre;26/05/2021;8;Koungou;koungou;PU;Neutre;faibles;sec;31;37;37;0;0;37;522936,03;8586932,22
2021;mai;02/06/2021;7;Koungou;Kangani;U;claire;faibles;sec;49;0;0;5;5;5;520164,53;8592838,27
2021;mai;26/05/2021;11;Koungou;Kangani;U;claire;faibles;sec;70;0;0;5;5;5;520319,66;8592688,64
2021;mai;08/06/2021;4;Koungou;koungou;PU;Neutre;faibles;sec;36;19;19;8;8;19;522716,33;8592232,18
2021;Juin;05/08/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;47;19;19;8;8;19;522706,99;8592096,84
2021;Mars ;30/06/2021;11;Koungou;Kangani;U;trouble;élevés;faible;10;71;71;5;5;21;520319,66;8592688,64
2021;Août;29/03/2021;8;Koungou;koungou;U;trouble;élevés;faible;95;11;11;8;8;19;522936,03;8586932,22
2021;Septembre;29/07/2021;4;Koungou;Kangani;U;claire;faibles;sec;103;68;68;5;5;73;520157,31;8592912,59
2021;Août;29/03/2021;2;Koungou;koungou;U;trouble;élevés;sec;45;8;8;8;8;16;523367,81;8592152,36
2021;Août;16/06/2021;1;Koungou;koungou;PU;Neutre;faibles;sec;46;19;6;8;8;14;522706,99;8592096,84
2021;Octobre;26/05/2021;9;Koungou;Kangani;U;claire;faibles;sec;109;13;13;8;8;21;520137,24;8592627,29
2021;Juillet ;02/06/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;119;14;14;5;5;19;520137,24;8592627,29
2021;Août;29/04/2021;11;Koungou;Kangani;U;Neutre;Neutre;sec;71;39;39;5;5;44;520319,66;8592688,64
2021;Septembre;29/04/2021;9;Koungou;Kangani;U;trouble;élevés;normal;84;71;71;5;5;76;513623,85;8592631,24
2021;Octobre;26/05/2021;7;Koungou;koungou;PU;Neutre;faibles;sec;51;49;49;11;11;60;522822,77;8592305,64
2021;Juillet ;09/06/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;65;18;18;5;5;23;520124,05;8592713,34
2021;Février;08/06/2021;2;Koungou;koungou;PU;claire;faibles;sec;0;0;0;8;8;8;523367,81;8592152,36
2021;Août;05/08/2021;2;Koungou;Koungou;PU;trouble;faibles;sec;26;7;7;8;8;15;523367,81;8592152,36
2021;mai;09/06/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;87;35;35;5;5;21;520137,24;8592627,29
2021;Août;29/03/2021;1;Koungou;koungou;U;trouble;élevés;normal;85;6;6;8;8;14;522706,99;8592096,84
2021;Juin;18/05/2021;2;Koungou;koungou;PU;trouble;élevés;sec;64;19;19;2;2;21;523367,81;8592152,36
2021;mai;30/06/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;49;31;31;5;5;21;520124,27;8592713,34
2021;Juin;01/09/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;36;0;0;8;8;8;522709,17;8592231,19
2021;mai;09/06/2021;8;Koungou;Kangani;U;claire;faibles;sec;95;20;20;5;5;21;520212,53;8592719,58
2021;Juin;18/05/2021;3;Koungou;koungou;PU;Neutre;faibles;sec;42;19;19;8;8;19;522693,5;8592187,42
2021;mai;26/08/2021;11;Koungou;Kangani;U;trouble;faibles;sec;67;0;0;5;5;5;520319,66;8592688,64
2021;Octobre;29/03/2021;3;Koungou;Kangani;U;trouble;élevés;faible;125;19;19;4;4;23;520127,17;8592966,79
2021;Septembre;29/03/2021;2;Koungou;Kangani;U;trouble;élevés;faible;125;81;81;5;5;86;520214,66;8592955,12
2021;mai;29/04/2021;4;Koungou;Kangani;U;claire;faibles;faible;62;4;4;5;5;21;520157,31;8592912,59
2021;Octobre;29/03/2021;1;Koungou;Kangani;U;trouble;élevés;normal;50;12;12;18;18;30;520396,49;8593102,62
2021;Octobre;29/04/2021;6;Koungou;Kangani;U;trouble;élevés;normal;96;68;68;3;3;71;520115,69;8592855,11
2021;Mars ;29/04/2021;5;Koungou;Kangani;U;claire;faibles;normal;20;0;0;0;0;0;520046,77;8592876,28
2021;Octobre;29/04/2021;3;Koungou;Kangani;U;claire;faibles;normal;31;2;2;8;8;10;520127,17;8592966,79
2021;Août;29/04/2021;2;Koungou;Kangani;U;claire;faibles;normal;47;49;49;0;0;49;520214,66;8592955,12
2021;mai;29/04/2021;1;Koungou;Kangani;U;trouble;faibles;normal;121;0;0;5;5;5;520396,49;8593102,62
2021;Avril;29/04/2021;10;Koungou;Kangani;U;claire;Neutre;normal;32;0;0;0;0;0;520124,38;8592713,34
2021;Juillet ;29/04/2021;7;Koungou;Kangani;U;claire;Neutre;normal;145;11;11;0;0;11;520099,39;8592838,31
2021;Octobre;26/08/2021;10;Koungou;Kangani;U;trouble;faibles;sec;39;0;0;12;12;12;520124,38;8592713,34
2021;Mars ;07/07/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;0;0;0;0;0;0;520046,77;8592876,28
2021;Mars ;07/07/2021;7;Koungou;Kangani;U;Neutre;Neutre;sec;0;0;0;0;0;0;520099,39;8592838,31
2021;Mars ;18/05/2021;7;Koungou;Kangani;U;Neutre;Neutre;sec;10;0;0;0;0;0;520164,53;8592838,27
2021;Mars ;29/03/2021;7;Koungou;Kangani;U;Neutre;Neutre;sec;23;0;0;0;0;0;520164,53;8592838,27
2021;Avril;07/07/2021;11;Koungou;Kangani;U;Neutre;Neutre;sec;25;0;0;0;0;0;520319,66;8592688,64
2021;Avril;07/07/2021;8;Koungou;Kangani;U;Neutre;Neutre;sec;42;0;0;0;0;0;520212,53;8592719,58
2021;Octobre;07/07/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;159;1;1;4;4;5;520137,24;8592627,29
2021;Mars ;30/06/2021;2;Koungou;Kangani;U;Neutre;Neutre;sec;0;0;0;5;5;5;520214,66;8592955,12
2021;Mars ;30/06/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;0;0;0;5;5;5;520046,77;8592876,28
2021;Mars ;19/08/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;0;0;0;5;5;5;520396,49;8593102,62
2021;Mars ;19/08/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;0;0;0;5;5;5;520046,77;8592876,28
2021;Mars ;01/09/2021;8;Koungou;Kangani;U;Neutre;Neutre;sec;0;0;0;5;5;5;520212,53;8592719,58
2021;Mars ;09/06/2021;2;Koungou;Kangani;U;Neutre;Neutre;sec;9;0;0;5;5;5;520214,66;8592955,12
2021;Mars ;15/09/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;10;0;0;5;5;5;520396,49;8593102,62
2021;Mars ;01/09/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;19;0;0;5;5;5;520137,24;8592627,29
2021;Mars ;26/08/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;23;0;0;5;5;5;520396,49;8593102,62
2021;Mars ;19/08/2021;11;Koungou;Kangani;U;Neutre;Neutre;sec;24;0;0;5;5;5;520319,66;8592688,64
2021;Avril;01/09/2021;6;Koungou;Kangani;U;Neutre;Neutre;sec;27;0;0;5;5;5;520115,69;8592855,11
2021;Avril;09/09/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;28;0;0;5;5;5;520396,49;8593102,62
2021;Avril;19/08/2021;8;Koungou;Kangani;U;Neutre;Neutre;sec;30;0;0;5;5;5;520212,53;8592719,58
2021;Avril;09/09/2021;8;Koungou;Kangani;U;Neutre;Neutre;sec;39;0;0;5;5;5;520212,53;8592719,58
2021;Avril;09/06/2021;11;Koungou;Kangani;U;Neutre;Neutre;sec;40;0;0;5;5;5;520319,66;8592688,64
2021;Avril;01/09/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;41;0;0;5;5;5;520127,17;8592966,79
2021;Avril;06/08/2021;2;Koungou;Kangani;U;Neutre;Neutre;sec;43;0;0;5;5;5;520214,66;8592955,12
2021;mai;26/05/2021;7;Koungou;Kangani;U;Neutre;Neutre;sec;45;0;0;5;5;5;520099,39;8592838,31
2021;mai;01/09/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;52;0;0;5;5;5;520157,31;8592912,59
2021;mai;26/05/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;55;0;0;5;5;5;520157,31;8592912,59
2021;mai;08/10/2021;8;Koungou;Kangani;U;Neutre;Neutre;sec;61;0;0;5;5;5;520212,53;8592719,58
2021;mai;09/09/2021;2;Koungou;Kangani;U;Neutre;Neutre;sec;69;0;0;5;5;5;520214,66;8592955,12
2021;mai;15/09/2021;8;Koungou;Kangani;U;Neutre;Neutre;sec;73;0;0;5;5;5;520212,53;8592714,05
2021;mai;06/08/2021;7;Koungou;Kangani;U;Neutre;Neutre;sec;77;0;0;5;5;5;520164,53;8592838,27
2021;mai;26/08/2021;8;Koungou;Kangani;U;Neutre;Neutre;sec;83;0;0;5;5;5;520212,53;8592719,58
2021;mai;09/09/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;89;0;0;5;5;5;520137,24;8592627,29
2021;mai;06/08/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;117;0;0;5;5;5;520157,31;8592912,59
2021;mai;29/03/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;62;0;0;5;5;5;520137,24;8592627,29
2021;Mars ;16/06/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;0;28;0;5;5;5;520157,31;8592912,59
2021;Mars ;16/06/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;6;28;0;5;5;5;520046,77;8592876,28
2021;Juin;01/09/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;37;1;1;5;5;6;520396,49;8593102,62
2021;Juin;26/05/2021;2;Koungou;Kangani;U;Neutre;Neutre;sec;38;1;1;5;5;6;520214,66;8592955,12
2021;Juin;07/07/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;51;1;1;5;5;6;520157,31;8592912,59
2021;Juin;09/03/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;58;27;1;5;5;6;520124,05;8592713,34
2021;Juin;18/05/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;3;2;2;5;5;7;520157,31;8592912,59
2021;Juillet ;23/07/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;62;2;2;5;5;7;520046,77;8592876,28
2021;Octobre;26/08/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;65;3;3;5;5;8;520157,31;8592912,59
2021;Juillet ;19/08/2021;7;Koungou;Kangani;U;Neutre;Neutre;sec;17;3;3;5;5;8;520164,53;8592838,27
2021;Juillet ;01/09/2021;2;Koungou;Kangani;U;Neutre;Neutre;sec;18;3;3;5;5;8;520214,55;8592955,12
2021;Juillet ;01/09/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;39;3;3;5;5;8;520046,77;8592876,28
2021;Juillet ;02/06/2021;11;Koungou;Kangani;U;Neutre;Neutre;sec;59;4;4;5;5;9;520319,66;8592688,64
2021;Octobre;07/07/2021;6;Koungou;Kangani;U;Neutre;Neutre;sec;130;6;6;4;4;10;520115,69;8592855,11
2021;Juillet ;19/08/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;14;5;5;5;5;10;519801,49;8592967,03
2021;Juillet ;09/09/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;55;6;6;5;5;11;520127,17;8592966,79
2021;Juillet ;16/06/2021;2;Koungou;Kangani;U;Neutre;Neutre;sec;26;24;6;5;5;11;520214,66;8592955,12
2021;Juillet ;06/05/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;60;7;7;5;5;12;520157,31;8592912,59
2021;Juillet ;16/06/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;78;24;7;5;5;12;520137,24;8592627,29
2021;Juillet ;02/06/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;67;8;8;5;5;13;514382,98;4936082,4
2021;Juillet ;07/07/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;88;8;8;5;5;13;520396,49;8593102,62
2021;Septembre;06/08/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;54;13;13;1;1;14;520396,49;8593102,62
2021;Juillet ;29/07/2021;8;Koungou;Kangani;U;Neutre;Neutre;sec;33;9;9;5;5;14;520212,53;8592719,58
2021;Juillet ;19/08/2021;6;Koungou;Kangani;U;Neutre;Neutre;sec;58;9;9;5;5;14;520115,69;8592855,11
2021;Juillet ;19/08/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;27;11;11;5;5;16;520124,27;8592713,34
2021;Juillet ;02/06/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;43;11;11;5;5;16;520046,77;8592876,28
2021;Juillet ;15/09/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;62;11;11;5;5;16;520127,17;8592966,79
2021;Juillet ;06/08/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;73;11;11;5;5;16;520127,17;8592966,79
2021;Juillet ;29/07/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;65;12;12;5;5;17;520046,77;8592876,28
2021;Septembre;23/07/2021;2;Koungou;Kangani;U;Neutre;Neutre;sec;21;13;13;1;1;14;520214,66;8592955,12
2021;Septembre;18/05/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;14;15;15;2;2;17;520127,17;8592966,79
2021;Septembre;15/09/2021;4;Koungou;Kangani;U;Neutre;Neutre;sec;77;15;15;2;2;17;520157,31;8592912,59
2021;Juillet ;16/06/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;16;21;14;5;5;19;520124,05;8592713,34
2021;Juillet ;19/08/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;49;15;15;5;5;20;520137,24;8592627,29
2021;Septembre;30/06/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;29;15;15;3;3;18;520136,88;11407873,2
2021;Juin;06/08/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;62;22;22;5;5;21;520046,77;8592876,28
2021;Juin;05/11/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;62;22;22;5;5;22;520396,49;8593102,62
2021;Juillet ;26/08/2021;2;Koungou;Kangani;U;Neutre;Neutre;sec;73;17;17;5;5;22;520214,55;8592955,12
2021;Juillet ;09/09/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;163;17;17;5;5;22;520124,38;8592713,34
2021;Juillet ;16/06/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;45;22;17;5;5;22;520127,17;8592966,79
2021;Février;09/03/2021;6;Koungou;Kangani;U;Neutre;Neutre;sec;0;22;22;5;5;22;520115,7;8592876,23
2021;Juin;05/11/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;62;21;21;5;5;22;520137,24;8592627,29
2021;Juin;05/11/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;62;21;21;5;5;22;520124,38;8592713,34
2021;Février;23/03/2021;7;Koungou;Kangani;U;Neutre;Neutre;sec;0;21;21;5;5;23;520164,53;8592838,27
2021;Février;09/06/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;0;22;22;5;5;23;520046,77;8592876,28
2021;Octobre;30/06/2021;7;Koungou;Kangani;U;Neutre;Neutre;sec;5;20;20;6;6;26;520099,04;11407662,2
2021;Juillet ;23/07/2021;1;Koungou;Kangani;U;Neutre;Neutre;sec;33;18;18;5;5;23;520396,13;11407397,9
2021;Août;30/09/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;73;18;18;5;5;23;520124,05;8592713,34
2021;Octobre;07/07/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;45;20;20;10;10;30;520124,05;8592713,34
2021;Août;29/07/2021;11;Koungou;Kangani;U;Neutre;Neutre;sec;28;21;21;5;5;26;520319,66;8592688,64
2021;Octobre;18/05/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;76;21;21;6;6;27;520124,05;8592713,34
2021;Août;29/07/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;62;24;24;5;5;29;520124,05;8592713,34
2021;Octobre;15/09/2021;5;Koungou;Kangani;U;Neutre;Neutre;sec;19;20;20;15;15;35;520046,77;8592876,28
2021;Août;30/09/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;59;26;26;5;5;31;520127,17;8592966,79
2021;Août;29/07/2021;7;Koungou;Kangani;U;Neutre;Neutre;sec;40;27;27;5;5;32;520099,39;8592838,31
2021;Août;29/03/2021;6;Koungou;Kangani;U;Neutre;Neutre;sec;46;31;31;5;5;36;520115,69;8592855,11
2021;Août;29/07/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;57;31;31;5;5;36;520127,17;8592966,79
2021;Août;15/10/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;96;31;31;5;5;36;520127,17;8592966,79
2021;Octobre;29/03/2021;11;Koungou;Kangani;U;Neutre;Neutre;sec;69;19;19;19;19;38;520319,66;8592688,64
2021;Août;09/06/2021;3;Koungou;Kangani;U;Neutre;Neutre;sec;158;34;34;5;5;39;520127,17;8592966,79
2021;Août;06/08/2021;6;Koungou;Kangani;U;Neutre;Neutre;sec;68;35;35;5;5;40;520115,69;8592855,11
2021;Octobre;15/09/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;82;0;0;43;43;43;520137,24;8592627,29
2021;Août;15/09/2021;10;Koungou;Kangani;U;Neutre;Neutre;sec;60;39;39;5;5;44;520124,38;8592713,34
2021;Août;29/07/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;78;39;39;5;5;44;520137,24;8592627,29
2021;Août;30/09/2021;9;Koungou;Kangani;U;Neutre;Neutre;sec;123;43;43;5;5;48;520137,24;8592627,29
